,year,temp_glob,pred_temp_glob_rfr,temp_hem_N,pred_temp_hem_N_rfr,temp_hem_S,pred_temp_hem_S_rfr,temp_24N_44N,pred_temp_24N_44N_rfr,temp_24S_EQU,pred_temp_24S_EQU_rfr,temp_EQU_24N,pred_temp_EQU_24N_rfr,temp_90S_64S,pred_temp_90S_64S_rfr,temp_44S_24S,pred_temp_44S_24S_rfr,temp_44N_64N,pred_temp_44N_64N_rfr,temp_64N_90N,pred_temp_64N_90N_rfr,pred_temp_glob_lin,pred_temp_hem_N_lin,pred_temp_hem_S_lin,pred_temp_24N_44N_lin,pred_temp_24S_EQU_lin,pred_temp_EQU_24N_lin,pred_temp_90S_64S_lin,pred_temp_44S_24S_lin,pred_temp_44N_64N_lin,pred_temp_64N_90N_lin
102,1982,0.14,0.1983000000000002,0.049999999999999996,0.19690000000000007,0.23,-0.17319999999999994,-0.08,-0.06690000000000004,0.29,-0.13899999999999993,0.25,-0.17479999999999996,-0.11,-0.1267999999999999,0.18,-0.1267999999999999,0.1,-0.029099999999999984,-0.4000000000000001,-0.1267999999999999,0.16484225794859952,0.21114414564179285,-1.1931454549655207,-0.9873007128120719,-1.26237147858091,-1.0398067035106422,-1.5904716976313047,-1.5212456740159155,-0.948972806273062,-1.5841907246563451
103,1983,0.31,0.26689999999999986,0.25,0.1881,0.38000000000000006,-0.17749999999999996,-0.06,-0.05410000000000003,0.57,-0.13739999999999994,0.29,-0.16909999999999997,0.05,-0.1267999999999999,0.21,-0.1267999999999999,0.69,-0.03539999999999998,0.19000000000000003,-0.1267999999999999,0.19050391763000718,0.2354282370981089,-1.1941758095703285,-0.9828707933515233,-1.2650793026455887,-1.039675510240258,-1.6002063945096339,-1.5293029014343738,-0.9488375650852667,-1.5938070777537447
104,1984,0.16,0.191,0.04,0.20279999999999995,0.27,-0.1992999999999999,-0.13,-0.0479,0.29,-0.13739999999999994,0.07,-0.17810000000000004,0.51,-0.1267999999999999,0.16,-0.1267999999999999,0.08,-0.03679999999999998,0.36000000000000004,-0.1267999999999999,0.1986701378497635,0.24401998157020088,-1.1950800097651673,-0.9929429626247099,-1.2659195562002417,-1.0390604095172407,-1.609941091387963,-1.5391015449528922,-0.9502702111914374,-1.603529709260286
105,1985,0.12,0.14849999999999977,0.0,0.24790000000000004,0.23,-0.1809999999999999,-0.01,0.002399999999999997,0.13,-0.13739999999999994,0.04,-0.18819999999999998,0.04,-0.1267999999999999,0.29,-0.1267999999999999,-0.26,-0.06020000000000005,0.38000000000000006,-0.1267999999999999,0.20588669600556386,0.24500265741799865,-1.1969369965132337,-0.9934001451429886,-1.2686865755170835,-1.0405698558619285,-1.6196757882662922,-1.5479262092624424,-0.9665836755220667,-1.6134710308538942
106,1986,0.18,0.1943999999999999,0.13,0.2856000000000001,0.23,-0.18389999999999992,0.04,0.017400000000000013,0.27,-0.13329999999999992,0.17,-0.1924,-0.1,-0.12269999999999992,0.25,-0.12269999999999992,0.28,-0.056200000000000035,0.0,-0.12269999999999992,0.22787329671093204,0.26717906230893007,-1.197338976033425,-0.9924251056036475,-1.2698536990499925,-1.0406924813741334,-1.629410485144625,-1.556895762128061,-0.9646613045686223,-1.6232735015785416
107,1987,0.32,0.28590000000000015,0.25,0.29400000000000004,0.4000000000000001,-0.15729999999999994,0.13,0.027000000000000007,0.62,-0.12299999999999996,0.54,-0.18609999999999996,0.01,-0.11239999999999993,0.32,-0.11019999999999992,0.13,-0.047100000000000024,-0.36999999999999994,-0.11239999999999993,0.2376944200814357,0.28129219487605894,-1.1991651442593394,-0.9981955189415679,-1.2720161924222317,-1.0414027099539105,-1.6391453381023844,-1.5662939777806315,-0.9634442308667772,-1.6331008914305443
108,1988,0.39,0.35150000000000026,0.37,0.3265999999999996,0.4000000000000001,-0.14639999999999995,0.24,0.03329999999999999,0.42,-0.11939999999999994,0.32,-0.17649999999999996,0.88,-0.10879999999999992,0.38,-0.10499999999999993,0.57,-0.045599999999999995,0.6,-0.10879999999999992,0.24064044340990876,0.28138414233306364,-1.20211186614209,-1.0122640012209558,-1.2749155710522864,-1.0437427633596172,-1.6488801569279268,-1.5760758959644363,-0.9666744859862888,-1.6425742438039208
109,1989,0.27,0.2989999999999999,0.27,0.3261999999999996,0.27,-0.14829999999999996,0.26,0.03149999999999998,0.19,-0.11989999999999995,0.06,-0.1629,0.33,-0.10929999999999992,0.36,-0.10829999999999992,0.69,-0.044399999999999995,0.32,-0.10929999999999992,0.2636350777098002,0.30511395885955395,-1.2035555385454586,-1.0137214104669887,-1.2769842041565198,-1.0451442993963056,-1.6586148623596202,-1.5851856235885435,-0.9596110773656008,-1.6522529812503777
110,1990,0.45,0.2995999999999997,0.53,0.3536999999999996,0.36999999999999994,-0.15469999999999998,0.49,0.029599999999999987,0.36,-0.11989999999999995,0.37,-0.1636,0.35,-0.10929999999999992,0.37,-0.10989999999999993,0.88,-0.04940000000000001,0.58,-0.10929999999999992,0.28425319628750145,0.3182377997640735,-1.2060038993022673,-1.0099226352460278,-1.281003530868471,-1.046579296638324,-1.668349723870751,-1.593349189878932,-0.9682137101757462,-1.6620943761496747
111,1991,0.4,0.3590999999999994,0.4099999999999999,0.3599999999999996,0.4000000000000001,-0.15869999999999998,0.27,-0.0012000000000000034,0.4,-0.11919999999999994,0.32,-0.16290000000000002,0.96,-0.10859999999999992,0.31,-0.12169999999999993,0.66,-0.04069999999999999,0.75,-0.10859999999999992,0.30062800810569,0.3373776336788552,-1.2093175676639767,-1.0262634993828463,-1.2848464803473476,-1.0484323124941284,-1.678084590269517,-1.6025544361196609,-0.9504866897306172,-1.6716917733223795
112,1992,0.22,0.2691999999999997,0.14,0.34679999999999966,0.3,-0.16629999999999992,-0.03,-0.0048000000000000004,0.36,-0.11879999999999993,0.19,-0.1622,0.4,-0.10819999999999991,0.2,-0.12799999999999995,0.44,-0.03589999999999999,-0.17,-0.10819999999999991,0.35930102658343444,0.40970377558880955,-1.210484646569487,-1.0136346759100334,-1.2877967251756317,-1.0492990109127547,-1.6878193054764878,-1.6105059487465745,-0.9094892269200017,-1.6813293099122149
113,1993,0.23,0.2755999999999997,0.19,0.3550999999999997,0.27,-0.16259999999999997,-0.10000000000000002,-0.005999999999999993,0.35,-0.11879999999999993,0.28,-0.16269999999999998,-0.3,-0.10819999999999991,0.26,-0.12799999999999995,0.3,-0.0772000000000001,0.54,-0.10819999999999991,0.38422591038438014,0.43472228043148675,-1.213699515456117,-1.0198578298581147,-1.291531426275288,-1.0518612636524658,-1.6975540194615526,-1.619720796305149,-0.8951550325766675,-1.6910636833600705
114,1994,0.31,0.33829999999999955,0.37,0.37369999999999964,0.26,-0.17729999999999993,0.43,-0.005099999999999996,0.33,-0.12799999999999995,0.27,-0.17309999999999998,-0.04,-0.10819999999999991,0.26,-0.12829999999999994,0.5,-0.0823000000000001,0.34,-0.10819999999999991,0.4107088282640845,0.4653354112889616,-1.213399859256235,-1.0271775119074178,-1.2914519535478952,-1.054637101421303,-1.707288734668527,-1.62923529138234,-0.8737908957913838,-1.7009232601047337
115,1995,0.44,0.39729999999999976,0.58,0.39889999999999964,0.31,-0.17199999999999996,0.33,-0.0030999999999999943,0.44,-0.11789999999999994,0.39999999999999997,-0.17800000000000002,0.16,-0.10819999999999991,0.29,-0.12659999999999993,0.99,-0.08170000000000009,1.31,-0.10819999999999991,0.42745841876564583,0.47967546141671846,-1.2147345814264376,-1.0326127822801503,-1.2928664140554496,-1.0554784851989574,-1.7170230206570665,-1.6388906608131073,-0.8728455363560066,-1.7104560058969511
116,1996,0.33,0.37929999999999936,0.26,0.44709999999999944,0.4000000000000001,-0.16869999999999993,0.11,0.005300000000000002,0.32,-0.11769999999999994,0.3,-0.1647,1.35,-0.10819999999999991,0.33,-0.12239999999999993,0.17,-0.07570000000000009,0.77,-0.10819999999999991,0.4369867564450729,0.4891259721968986,-1.2165148581656453,-1.038752911003975,-1.2955214030736535,-1.058248293898778,-1.7267577212011247,-1.6477506417467147,-0.8738054204805898,-1.7203397642035299
117,1997,0.46,0.47589999999999955,0.52,0.4406999999999996,0.41,-0.18059999999999996,0.23000000000000004,6.245004513516506e-18,0.52,-0.12689999999999996,0.5,-0.1438,0.02,-0.10819999999999991,0.42,-0.12179999999999992,0.9,-0.08210000000000008,0.7600000000000001,-0.10819999999999991,0.4719409868591491,0.5197754443407199,-1.213636239395342,-1.0335054313839613,-1.2925746234444233,-1.061983930634792,-1.7364924229670926,-1.657553494596339,-0.8642703213394043,-1.7299413247198743
118,1998,0.61,0.5326999999999995,0.71,0.45889999999999964,0.51,-0.16299999999999998,0.66,-0.009800000000000001,0.78,-0.13279999999999997,0.59,-0.13610000000000003,0.11,-0.10519999999999992,0.39,-0.11959999999999994,0.94,-0.07560000000000007,0.86,-0.10519999999999992,0.5106171304144702,0.5543993577033888,-1.2097744765397707,-1.0178758064136382,-1.2902292604699426,-1.062592561675931,-1.746227124733064,-1.6657717867059354,-0.8643448160124763,-1.73946800124833
119,1999,0.38,0.49019999999999997,0.48,0.4675999999999998,0.28,-0.15739999999999998,0.75,0.003000000000000003,0.25,-0.13249999999999998,0.15,-0.13550000000000004,-0.01,-0.10519999999999992,0.46,-0.12129999999999994,0.8,-0.07640000000000007,0.4000000000000001,-0.10519999999999992,0.5286444424036425,0.5674616556080174,-1.209466757920925,-1.026120394207389,-1.2907729721495897,-1.0617687130714302,-1.7559618252771187,-1.6746550496200427,-0.8634279664102422,-1.7491059043916621
120,2000,0.39,0.46020000000000033,0.5,0.4734999999999999,0.28,-0.16639999999999996,0.56,0.009000000000000003,0.28,-0.12679999999999997,0.19999999999999998,-0.1349,0.26,-0.10519999999999992,0.41,-0.12109999999999994,0.8,-0.07630000000000006,0.96,-0.10519999999999992,0.5396553967833846,0.5710507643133944,-1.2075133086202818,-1.037336408791841,-1.2906278963760158,-1.063109804559879,-1.7656965270430867,-1.6825813680836674,-0.8668969385765308,-1.7586948080820832
121,2001,0.53,0.5166000000000005,0.64,0.48059999999999997,0.43,-0.17209999999999998,0.6900000000000001,0.014100000000000001,0.44,-0.12199999999999996,0.39,-0.1346,0.25,-0.10519999999999992,0.58,-0.12069999999999995,0.86,-0.07630000000000006,1.06,-0.10519999999999992,0.5687758250909241,0.591789842756512,-1.207337630139154,-1.0284122023240378,-1.2923219680666875,-1.0625533974516053,-1.7754312288090546,-1.6904463099025584,-0.8749967638238054,-1.768540608602759
122,2002,0.63,0.5907000000000008,0.71,0.533,0.54,-0.17509999999999995,0.59,0.022500000000000006,0.63,-0.13839999999999994,0.54,-0.13289999999999996,0.76,-0.10179999999999993,0.49,-0.11509999999999992,1.0,-0.07160000000000007,1.25,-0.10179999999999993,0.584520581692157,0.5974876587519908,-1.2041765978356445,-1.039057029787024,-1.2913634052205438,-1.0643038154196702,-1.7851659293531164,-1.6979785336577962,-0.8763715193926807,-1.778276882242345
123,2003,0.62,0.6086999999999996,0.75,0.5543999999999999,0.49,-0.19849999999999995,0.55,0.02309999999999998,0.66,-0.13789999999999994,0.61,-0.12410000000000004,0.38,-0.10179999999999993,0.44,-0.13369999999999993,0.9799999999999999,-0.07260000000000008,1.49,-0.10179999999999993,0.5716695845251962,0.5800004209600367,-1.2019102865474025,-1.0653562372437015,-1.2889416737470007,-1.065393649013476,-1.7949006311190843,-1.7078686458337842,-0.8857569862548615,-1.7881937027566366
124,2004,0.53,0.6261999999999994,0.66,0.5766,0.41,-0.19009999999999994,0.6700000000000002,0.03349999999999997,0.53,-0.1411999999999999,0.56,-0.13890000000000002,-0.05,-0.10179999999999993,0.48,-0.13459999999999994,0.95,-0.07330000000000007,0.46,-0.10179999999999993,0.574482105677987,0.5812306824607525,-1.202914146951617,-1.0790952519467183,-1.28907501210249,-1.066407488090487,-1.8046354499446267,-1.7184737428136323,-0.8894818947839944,-1.7976897695817406
125,2005,0.68,0.6365000000000001,0.8600000000000001,0.5786,0.5,-0.17069999999999994,0.58,0.04509999999999997,0.62,-0.13909999999999992,0.62,-0.13829999999999998,0.65,-0.10179999999999993,0.49,-0.13229999999999995,1.23,-0.07680000000000009,1.9799999999999998,-0.10179999999999993,0.5771573722902019,0.5759924245013046,-1.2006056491070964,-1.0990512838289277,-1.2896687046218673,-1.068966427091052,-1.8143701565982298,-1.7253062395527863,-0.8922186679331361,-1.8068803741442565
126,2006,0.64,0.6364,0.8199999999999998,0.5924999999999998,0.46,-0.16989999999999994,0.71,0.0722,0.54,-0.15189999999999995,0.56,-0.13069999999999998,0.43,-0.10179999999999993,0.51,-0.13049999999999995,1.06,-0.0755000000000001,1.7299999999999998,-0.10179999999999993,0.5804317231292764,0.5718960531255171,-1.1998335408256757,-1.1102938733214671,-1.2890235521203444,-1.0718068197822923,-1.8241048620299303,-1.73491397209785,-0.9013720208348595,-1.8169445010695497
127,2007,0.66,0.6461999999999988,0.85,0.6127999999999997,0.47,-0.18439999999999998,0.6999999999999998,0.13550000000000012,0.47,-0.14339999999999992,0.44,-0.1293,1.22,-0.10159999999999991,0.5,-0.12499999999999993,1.32,-0.08000000000000006,2.08,-0.10159999999999991,0.5872853002278724,0.5775463906477292,-1.2027364074685458,-1.1218057135339201,-1.2928182556736907,-1.0727689285891913,-1.8338397235410575,-1.743756667432912,-0.9028684457909435,-1.826527880206882
128,2008,0.54,0.5866999999999992,0.68,0.6269999999999996,0.4000000000000001,-0.18989999999999999,0.63,0.12080000000000007,0.41,-0.1451999999999999,0.33,-0.13969999999999996,0.6,-0.10159999999999991,0.52,-0.12499999999999993,1.08,-0.07550000000000008,1.51,-0.10159999999999991,0.6087055879396139,0.592493449319921,-1.2031113947943126,-1.123374320601286,-1.2936537996283342,-1.0744268840985285,-1.8435738164678845,-1.7530314116338594,-0.9045512735315633,-1.8358755218523548
129,2009,0.65,0.6282999999999992,0.72,0.6397999999999996,0.59,-0.18979999999999997,0.6900000000000001,0.12600000000000008,0.7,-0.14989999999999992,0.64,-0.1438999999999999,0.96,-0.10159999999999991,0.6,-0.12499999999999993,0.6,-0.07600000000000007,1.41,-0.10159999999999991,0.6717156972704963,0.6508404675809345,-1.2013754882434817,-1.1044717874638366,-1.2954892598870558,-1.0730854248834376,-1.8533085133462137,-1.7591947417026397,-0.8861131614344693,-1.8454146986759632
130,2010,0.72,0.6920999999999994,0.9,0.6522999999999993,0.55,-0.19369999999999998,0.75,0.13000000000000003,0.64,-0.1663999999999999,0.71,-0.12389999999999994,0.54,-0.09759999999999995,0.63,-0.12089999999999995,0.87,-0.06760000000000006,2.23,-0.09759999999999995,0.6478808061401224,0.6192466306574325,-1.2040389809486562,-1.1366569207130546,-1.3018013003050406,-1.077811069908364,-1.8630432102245464,-1.7652808908681656,-0.9000614668977533,-1.8553535424970313
131,2011,0.61,0.7082999999999998,0.74,0.6711999999999994,0.47,-0.1932,0.59,0.16450000000000006,0.35,-0.15639999999999993,0.38,-0.1066999999999999,1.1,-0.09759999999999995,0.64,-0.12059999999999993,0.94,-0.05880000000000006,2.33,-0.09759999999999995,0.6507955561052832,0.6172249032260666,-1.2064713014828854,-1.1577291764816913,-1.3061829056829488,-1.0763591185822854,-1.8727779071028756,-1.7730663029028086,-0.9023056362594097,-1.864714886759181
132,2012,0.65,0.7177000000000002,0.81,0.6938999999999999,0.48,-0.1895,0.75,0.17970000000000008,0.57,-0.15899999999999992,0.47,-0.1032999999999999,0.44,-0.09799999999999993,0.56,-0.12099999999999994,0.9300000000000002,-0.057500000000000044,2.17,-0.09799999999999993,0.6782162426072524,0.6405241046382706,-1.208083558460217,-1.1515627770756751,-1.3098768026553564,-1.0773397839085739,-1.8825126039812048,-1.7807193597860689,-0.9039587566945251,-1.8741523896265662
133,2013,0.68,0.7308000000000002,0.7999999999999999,0.7007000000000001,0.55,-0.1866,0.71,0.1860000000000001,0.57,-0.15899999999999992,0.58,-0.09409999999999993,0.87,-0.09799999999999993,0.62,-0.12099999999999994,1.04,-0.06250000000000006,1.55,-0.09799999999999993,0.7121954214452728,0.669992527338426,-1.2074597593699679,-1.1428843856439563,-1.3116457142100444,-1.0789545037561759,-1.892247300859534,-1.7880613460194574,-0.9010948825653919,-1.8838156032746483
134,2014,0.75,0.7626999999999999,0.92,0.7492000000000003,0.57,-0.18510000000000001,0.74,0.19380000000000008,0.64,-0.15849999999999995,0.68,-0.09259999999999995,0.55,-0.09799999999999993,0.72,-0.12139999999999994,1.14,-0.05770000000000003,2.04,-0.09799999999999993,0.7498249927795122,0.7029574422118188,-1.208270848810379,-1.1342997745553127,-1.3142445168109695,-1.0798346165800474,-1.9019819977378667,-1.7960083297372798,-0.895548527234368,-1.8933056326320497
135,2015,0.9,0.8849000000000007,1.18,0.8836000000000006,0.63,-0.18099999999999997,1.01,0.19050000000000014,0.93,-0.17429999999999993,0.97,-0.08280000000000001,-0.3,-0.09509999999999995,0.75,-0.12219999999999995,1.48,-0.04920000000000003,2.01,-0.09509999999999995,0.7971205118726346,0.7444335704170193,-1.2065177437845769,-1.1134014260538407,-1.314600411533334,-1.079490559517815,-1.9117166946161959,-1.8036340268674422,-0.894996456329352,-1.9028280715305534
136,2016,1.02,0.9677,1.31,0.8921000000000003,0.73,-0.17779999999999993,1.09,0.19030000000000016,1.06,-0.15449999999999997,0.9500000000000001,-0.08310000000000002,0.39,-0.09509999999999995,0.67,-0.12429999999999994,1.44,-0.050800000000000047,3.25,-0.09509999999999995,0.841487062497972,0.7846549823296591,-1.206521644683555,-1.0932729789520685,-1.3157344178937436,-1.0782710745643627,-1.921451391494525,-1.8122386182843364,-0.8955716405424248,-1.9125834980950565
137,2017,0.92,0.9115000000000005,1.18,0.9077000000000003,0.67,-0.17759999999999995,1.05,0.20070000000000016,0.77,-0.15399999999999994,0.8600000000000001,-0.0863,0.55,-0.09509999999999995,0.76,-0.12739999999999993,1.38,-0.04940000000000003,2.52,-0.09509999999999995,0.8654157393774433,0.8057420427111204,-1.2074946152424886,-1.0923857870920912,-1.3189001086669698,-1.074296925406113,-1.9311860883728542,-1.8197805949483694,-0.8990030144798205,-1.9221304954294247
138,2018,0.85,0.8769,1.04,0.8735000000000003,0.66,-0.17339999999999997,1.07,0.25800000000000006,0.62,-0.15229999999999996,0.72,-0.0839,0.96,-0.09509999999999995,0.79,-0.12939999999999993,1.09,-0.044500000000000026,2.16,-0.09509999999999995,0.8824530146385641,0.8190810097531518,-1.2096125341014172,-1.0936579727467723,-1.322912280342809,-1.0759329344932027,-1.940920785251187,-1.8276210390098022,-0.9022811957603807,-1.9318092430000497
139,2019,0.98,0.9506000000000001,1.21,0.8797000000000004,0.75,-0.17779999999999993,1.0,0.29549999999999993,0.89,-0.15229999999999996,0.9,-0.08510000000000001,0.84,-0.09509999999999995,0.74,-0.13119999999999993,1.43,-0.04430000000000001,2.74,-0.09509999999999995,0.9178249370792386,0.8505374042207627,-1.2122784757312957,-1.0856599438157097,-1.3257748613345974,-1.076968604492297,-1.9506554821295161,-1.8371590965262072,-0.8974775951792857,-1.9413228986804931
140,2020,1.01,0.9889000000000004,1.35,0.9082000000000003,0.68,-0.18689999999999987,1.2,0.20770000000000013,0.83,-0.14849999999999994,0.88,-0.08220000000000002,0.88,-0.09509999999999995,0.58,-0.1330999999999999,1.82,-0.04490000000000002,2.89,-0.09509999999999995,1.0358837209569103,0.9490625513122097,-1.2065010587623313,-1.037487381737062,-1.3242962993084255,-1.0618183173566074,-1.9603901790078453,-1.8425949384617546,-0.8820201944105897,-1.95078209220706
141,2021,0.85,0.8726999999999996,1.15,0.8754000000000001,0.55,-0.18359999999999996,1.28,0.3354,0.58,-0.14849999999999994,0.72,-0.060100000000000015,0.3,-0.09509999999999995,0.72,-0.13119999999999993,1.36,-0.044700000000000024,2.07,-0.09509999999999995,1.0113116890622074,0.9229245580762431,-1.21109331739666,-1.0618920500879376,-1.3297258799538767,-1.0695019872785672,-1.9701248758861745,-1.8514923133289543,-0.8956186972124591,-1.96043733500332
142,2022,0.89,0.9026000000000005,1.16,0.8847999999999999,0.62,-0.17539999999999992,1.28,0.3416,0.5,-0.14659999999999995,0.62,-0.036399999999999995,,,0.78,-0.1328999999999999,1.51,-0.038099999999999995,2.34,-0.09509999999999995,1.041844530038766,0.9616622572912839,-1.215163985884253,-1.048725448879793,-1.3358080536806831,-1.0713684829152186,,-1.8592155049680805,-0.8878138422966018,-1.9700086869106244
