,year,temp_glob,pred_temp_glob_rfr,temp_hem_N,pred_temp_hem_N_rfr,temp_hem_S,pred_temp_hem_S_rfr,temp_24N_44N,pred_temp_24N_44N_rfr,temp_24S_EQU,pred_temp_24S_EQU_rfr,temp_EQU_24N,pred_temp_EQU_24N_rfr,temp_90S_64S,pred_temp_90S_64S_rfr,temp_44S_24S,pred_temp_44S_24S_rfr,temp_44N_64N,pred_temp_44N_64N_rfr,temp_64N_90N,pred_temp_64N_90N_rfr,pred_temp_glob_lin,pred_temp_hem_N_lin,pred_temp_hem_S_lin,pred_temp_24N_44N_lin,pred_temp_24S_EQU_lin,pred_temp_EQU_24N_lin,pred_temp_90S_64S_lin,pred_temp_44S_24S_lin,pred_temp_44N_64N_lin,pred_temp_64N_90N_lin
48,1928,-0.2,-0.20219999999999974,-0.11,-0.2103999999999999,-0.29,-0.1497999999999999,-0.23000000000000004,-0.21679999999999988,-0.15,-0.1497999999999999,-0.15,-0.1497999999999999,-2.13,-0.1497999999999999,-0.29,-0.1497999999999999,-0.18,-0.23579999999999998,0.67,-0.1497999999999999,-0.1975677823478641,-0.13459396772480048,-0.9548627111734902,-0.7186695633397129,-0.9825384724100168,-0.9196076656343557,-1.0647980662014795,-1.037122304964953,-0.6307315127035764,-1.0599794246515977
49,1929,-0.36,-0.2701999999999998,-0.34,-0.2305999999999998,-0.38000000000000006,-0.1497999999999999,-0.39,-0.22519999999999993,-0.28,-0.1497999999999999,-0.28,-0.1497999999999999,-1.08,-0.1497999999999999,-0.43,-0.1497999999999999,-0.62,-0.23989999999999997,0.12,-0.1497999999999999,-0.20121414256053782,-0.1374215238273564,-0.9610081248315367,-0.7272264169558049,-0.9897773368631988,-0.9258122075591579,-1.0745327630798087,-1.0457635510481502,-0.6383251632836284,-1.0696560252681842
50,1930,-0.16,-0.1832,-0.02,-0.17709999999999998,-0.29,-0.1479999999999999,-0.11,-0.20619999999999986,-0.12,-0.1479999999999999,-0.09999999999999999,-0.1479999999999999,-2.6,-0.1479999999999999,-0.33,-0.1479999999999999,0.04,-0.24479999999999996,0.51,-0.1479999999999999,-0.18123640497170257,-0.11704421849077917,-0.9671300904493165,-0.7224354345403263,-0.996937061292062,-0.9313956594324395,-1.0842674599581414,-1.0544604891153995,-0.6367130771025131,-1.0793024272899245
51,1931,-0.09,-0.19309999999999994,0.049999999999999996,-0.1776999999999999,-0.21,-0.14819999999999992,-0.14,-0.2036999999999999,0.06,-0.14819999999999992,0.09999999999999999,-0.14819999999999992,-0.42,-0.14819999999999992,-0.42,-0.14819999999999992,-0.04,-0.24509999999999998,0.57,-0.14819999999999992,-0.1588086585169286,-0.09367768189653702,-0.9731057182205234,-0.7162127742448092,-1.0040219694928787,-0.936719901498563,-1.0940021568364706,-1.0630859055641189,-0.6337534894885692,-1.0889979871740074
52,1932,-0.16,-0.19210000000000005,-0.06,-0.17179999999999992,-0.25,-0.14819999999999992,-0.22,-0.2101999999999999,-0.13,-0.14819999999999992,-0.19,-0.14819999999999992,-0.99,-0.14819999999999992,-0.21,-0.14819999999999992,0.19,-0.24789999999999995,0.46,-0.14819999999999992,-0.1389028560651191,-0.07251546673969855,-0.979480697224961,-0.7117951406702936,-1.0112471972267727,-0.942284153016157,-1.1037368537147998,-1.0719703537129845,-0.6309650941641181,-1.0986816400335293
53,1933,-0.29,-0.25639999999999963,-0.26,-0.15949999999999995,-0.32,-0.14859999999999993,-0.13,-0.2038999999999999,-0.28,-0.14859999999999993,-0.29,-0.14859999999999993,-1.15,-0.14859999999999993,-0.22,-0.14859999999999993,-0.47,-0.24479999999999993,-0.15,-0.14859999999999993,-0.1379435693747162,-0.06958373848319965,-0.98620772699703,-0.7201946328896085,-1.0185296554869865,-0.9476645000923263,-1.113471550593129,-1.0811496221031796,-0.6337634048094607,-1.1083758524711875
54,1934,-0.13,-0.16120000000000012,0.0,-0.12489999999999998,-0.25,-0.14959999999999993,-0.13,-0.1978999999999999,-0.24,-0.14959999999999993,-0.26,-0.14959999999999993,-0.57,-0.14959999999999993,-0.16,-0.14959999999999993,0.31,-0.24119999999999994,0.89,-0.14959999999999993,-0.1412157850712319,-0.07151333909206059,-0.9929506333638827,-0.729054930858414,-1.025726005014917,-0.9534959021813236,-1.1232062474714617,-1.0904308758204273,-0.6404891685407073,-1.1180920799260043
55,1935,-0.2,-0.15590000000000012,-0.09,-0.10770000000000002,-0.3,-0.14789999999999992,-0.16999999999999998,-0.19649999999999995,-0.2,-0.14789999999999992,-0.16,-0.14789999999999992,-1.72,-0.14789999999999992,-0.31,-0.14789999999999992,-0.05,-0.23639999999999997,0.33,-0.14789999999999992,-0.140102929165014,-0.0687058854665068,-0.9997259843427067,-0.7364435576431987,-1.0329734988081505,-0.959143852466088,-1.1329409443497909,-1.0996934298843506,-0.6441735351441054,-1.1277677732624944
56,1936,-0.15,-0.0658,-0.03,-0.042399999999999986,-0.26,-0.14299999999999993,-0.26,-0.19699999999999995,-0.21,-0.14299999999999993,-0.04,-0.14299999999999993,-0.04,-0.14299999999999993,-0.27,-0.14299999999999993,0.11,-0.2472999999999999,0.41,-0.14299999999999993,-0.14562773399172713,-0.07255984308034513,-1.0071642595214527,-0.7484671598206951,-1.0408573377150496,-0.9643636649806844,-1.14267564122812,-1.1089825630345267,-0.6502468844721356,-1.1375090574911937
57,1937,-0.03,-0.025399999999999992,0.12,-0.009300000000000008,-0.17,-0.13929999999999992,-0.03,-0.1998999999999999,-0.11,-0.13929999999999992,0.01,-0.13929999999999992,0.36,-0.13929999999999992,-0.19,-0.13929999999999992,0.030000000000000002,-0.23919999999999983,1.23,-0.13929999999999992,-0.1478111155239965,-0.07232555877430968,-1.0142660398086214,-0.7563107256827557,-1.0484255563246414,-0.9704468365174321,-1.1524103381064492,-1.1182508215904292,-0.6555344544289454,-1.1472645564645312
58,1938,0.0,-0.021300000000000003,0.16,-0.001200000000000003,-0.18000000000000002,-0.13929999999999992,0.02,-0.1846,-0.27,-0.13929999999999992,-0.17,-0.13929999999999992,-0.87,-0.13929999999999992,-0.06,-0.13929999999999992,0.39,-0.23499999999999985,1.5200000000000002,-0.13929999999999992,-0.12937768048476173,-0.05181322595770865,-1.020980681007746,-0.7505483316938779,-1.0557611076444822,-0.9756469862395676,-1.162145034984782,-1.1273646083480457,-0.6551239261092441,-1.1569290868693685
59,1939,-0.02,-0.0039000000000000102,0.08,0.013199999999999991,-0.13,-0.13949999999999993,0.08,-0.19169999999999995,-0.13,-0.13949999999999993,-0.12,-0.13949999999999993,-1.61,-0.13949999999999993,-0.04,-0.13949999999999993,0.28,-0.22809999999999986,0.56,-0.13949999999999993,-0.12992447603428658,-0.04990601496915659,-1.027897246874904,-0.7613191925097631,-1.0631098236124465,-0.9812770723101494,-1.1718797318631111,-1.136667155125572,-0.656353396180883,-1.166595549557698
60,1940,0.12,0.10089999999999993,0.17,0.05169999999999996,0.09000000000000001,-0.13949999999999993,-0.10000000000000002,-0.20559999999999992,0.3,-0.13949999999999993,0.26,-0.13949999999999993,-0.06,-0.13949999999999993,0.03,-0.13949999999999993,-0.02,-0.22699999999999992,0.9899999999999999,-0.13949999999999993,-0.13568818822070483,-0.05714100792000565,-1.034170382272034,-0.7747144678434026,-1.0701103339737905,-0.9860985167494292,-1.1816144287414403,-1.145674477039691,-0.6649761681225748,-1.17619514142892
61,1941,0.18,0.1380999999999999,0.22,0.0444,0.17,-0.1368999999999999,0.08,-0.2155,0.44,-0.1368999999999999,0.54,-0.1368999999999999,-0.47,-0.1368999999999999,0.03,-0.1368999999999999,-0.09,-0.2244,0.02,-0.1368999999999999,-0.1306717690478152,-0.055480380471347956,-1.0405520338370664,-0.785598707842869,-1.0769247888200688,-0.9904939724706203,-1.1913491256197695,-1.154976370636767,-0.6675104365909448,-1.1859246404262223
62,1942,0.06,0.08729999999999988,0.12,0.08379999999999992,0.01,-0.1368999999999999,0.05000000000000001,-0.2236,0.04,-0.1368999999999999,0.11,-0.1368999999999999,-0.9,-0.1368999999999999,0.06,-0.1368999999999999,-0.060000000000000005,-0.2174999999999999,0.73,-0.1368999999999999,-0.12086683693677358,-0.05266739062508208,-1.046452071814091,-0.7950792344894104,-1.0832050490005223,-1.0047756624543709,-1.2010838224981022,-1.164330845311671,-0.6604615701233172,-1.195602391052283
63,1943,0.09,0.0917999999999999,0.18,0.08499999999999991,-0.01,-0.1368999999999999,0.10000000000000002,-0.2256,-0.06,-0.1368999999999999,-0.11,-0.1368999999999999,1.13,-0.1368999999999999,0.07,-0.1368999999999999,0.28,-0.2136999999999999,1.43,-0.1368999999999999,-0.11466215994803264,-0.03766157538105119,-1.0531672926694426,-0.7986849728815208,-1.090514005330931,-1.0046688862703732,-1.2108185193764314,-1.173471806714943,-0.6614248797807676,-1.20533839457768
64,1944,0.2,0.051099999999999944,0.27,0.06609999999999991,0.14,-0.1368999999999999,0.09,-0.22779999999999997,0.27,-0.1368999999999999,0.11,-0.1368999999999999,-0.96,-0.1368999999999999,0.18,-0.1368999999999999,0.47,-0.2136999999999999,1.18,-0.1368999999999999,-0.10815693530184589,-0.03523893708491599,-1.059276223970361,-0.8083101833775928,-1.0970243490431812,-1.009376664710814,-1.2205532162547605,-1.1828050911819368,-0.6642258624680757,-1.2149858752927223
65,1945,0.09,0.02200000000000001,0.11,-0.05610000000000002,0.09000000000000001,-0.1368999999999999,0.03,-0.23349999999999999,0.24,-0.1368999999999999,0.09999999999999999,-0.1368999999999999,-1.79,-0.1368999999999999,0.03,-0.1368999999999999,-0.02,-0.20199999999999987,0.65,-0.1368999999999999,-0.06754921139295789,0.005242314635875545,-1.0643686750908437,-0.8044568383558293,-1.1027643969639662,-1.0115197213619105,-1.2302879131330897,-1.1918921912599671,-0.6450418015421668,-1.224603063503487
66,1946,-0.07,-0.0017,0.03,0.011599999999999997,-0.17,-0.1368999999999999,0.16,-0.23349999999999999,-0.07,-0.1368999999999999,-0.02,-0.1368999999999999,-0.19,-0.1368999999999999,-0.22,-0.1368999999999999,-0.05,-0.2067999999999999,-0.03,-0.1368999999999999,-0.07332219460955969,-0.0058139034773923015,-1.0716807771083907,-0.8039832930280895,-1.110542395507487,-1.0205896837637525,-1.2400226100114224,-1.2011609916123227,-0.6669105765641774,-1.2343981801556367
67,1947,-0.03,-0.030299999999999952,0.08,-0.004699999999999999,-0.13,-0.1368999999999999,0.04,-0.22759999999999997,-0.09,-0.1368999999999999,-0.03,-0.1368999999999999,-0.23,-0.1368999999999999,-0.19,-0.1368999999999999,-0.13,-0.2157999999999999,1.08,-0.1368999999999999,-0.08271612371562043,-0.011964530562135423,-1.0767753643022893,-0.8180669968236494,-1.1161245453722408,-1.0157108630368796,-1.2497573068897516,-1.2104081258197965,-0.6832848051430709,-1.2441737862277868
68,1948,-0.11,-0.07870000000000012,-0.02,-0.038799999999999966,-0.20000000000000004,-0.13779999999999992,0.0,-0.22920000000000001,-0.14,-0.13779999999999992,-0.23,-0.13779999999999992,-1.39,-0.13779999999999992,-0.19,-0.13779999999999992,0.32,-0.21539999999999992,0.12,-0.13779999999999992,-0.08356747526627828,-0.014432425506889501,-1.0832309585264106,-0.8243401861503799,-1.1229131431463344,-1.0188086815568411,-1.2594920037680808,-1.2198098191481535,-0.6957806302018241,-1.2539789389020832
69,1949,-0.11,-0.05690000000000007,-0.03,-0.053000000000000054,-0.19000000000000003,-0.13779999999999992,0.04,-0.2242,-0.15,-0.13779999999999992,-0.23,-0.13779999999999992,-1.99,-0.13779999999999992,-0.17,-0.13779999999999992,0.17,-0.20849999999999994,0.20000000000000004,-0.13779999999999992,-0.0645163443384078,0.0004680881250713753,-1.0892690091502644,-0.8111578889137263,-1.129459185870985,-1.0227455817685467,-1.26922670064641,-1.2290365239256857,-0.7097697798520315,-1.2635387632798505
70,1950,-0.17,-0.12860000000000002,-0.15,-0.11280000000000003,-0.21,-0.13779999999999992,0.04,-0.22870000000000001,-0.28,-0.13779999999999992,-0.3,-0.13779999999999992,-0.87,-0.13779999999999992,-0.06,-0.13779999999999992,-0.3,-0.20679999999999993,0.18000000000000002,-0.13779999999999992,-0.07860733195344594,-0.008838795717082348,-1.092616675362553,-0.8281823689044998,-1.1326871167335604,-1.0235810936682341,-1.2789613975247427,-1.2388909561537282,-0.7206733965164815,-1.2732861292020914
71,1951,-0.07,-0.06980000000000007,0.04,-0.07460000000000006,-0.18000000000000002,-0.13779999999999992,0.12,-0.2322,-0.12,-0.13779999999999992,0.0,-0.13779999999999992,-0.7,-0.13779999999999992,-0.22,-0.13779999999999992,0.01,-0.20819999999999997,0.08,-0.13779999999999992,-0.08029138116896561,-0.009729464453144487,-1.096064853476559,-0.8346380966315614,-1.136731330192184,-1.0240249450520196,-1.2886960944030719,-1.2480296176874468,-0.7341360698655457,-1.2830186361132334
72,1952,0.01,-0.027500000000000052,0.06,-0.06300000000000003,-0.04,-0.13779999999999992,0.18,-0.2322,0.04,-0.13779999999999992,-0.01,-0.15039999999999995,-0.52,-0.13779999999999992,-0.1,-0.13779999999999992,-0.09,-0.22210000000000002,0.27,-0.13779999999999992,-0.0674655038476395,0.004288136509803309,-1.0994041715653111,-0.8348828862394946,-1.1409782520602576,-1.0230457975196217,-1.298430791281401,-1.2568567107864546,-0.7403459860627848,-1.2927295675124881
73,1953,0.08,-0.05730000000000004,0.24,-0.09720000000000012,-0.07,-0.13779999999999992,0.14,-0.23119999999999993,0.07,-0.13779999999999992,0.08,-0.15459999999999996,-1.12,-0.13779999999999992,-0.08,-0.13779999999999992,0.35,-0.22649999999999992,1.03,-0.13779999999999992,-0.05751360147874962,0.015646948974492147,-1.1019215186266749,-0.8394917935586115,-1.144924074059709,-1.0212080278272957,-1.3081654881597302,-1.265162932726696,-0.7457753617777882,-1.302374332340996
74,1954,-0.13,-0.11040000000000015,-0.02,-0.1038000000000001,-0.25,-0.13779999999999992,0.0,-0.23669999999999994,-0.28,-0.13779999999999992,-0.14,-0.16900000000000007,-0.82,-0.13779999999999992,-0.17,-0.13779999999999992,-0.21,-0.22229999999999997,0.8000000000000002,-0.13779999999999992,-0.045189510014374434,0.029332308928349704,-1.1049402646971807,-0.837283255975457,-1.1490121865061518,-1.019863840004831,-1.317900185038063,-1.2738282632290918,-0.7551150130987949,-1.3121061371067526
75,1955,-0.14,-0.14020000000000016,-0.09,-0.08410000000000005,-0.20000000000000004,-0.13779999999999992,0.23000000000000004,-0.24169999999999994,-0.38,-0.13779999999999992,-0.29,-0.16740000000000005,1.21,-0.13779999999999992,-0.16,-0.13779999999999992,-0.11,-0.22339999999999985,-0.23,-0.13779999999999992,-0.05071404204877794,0.025866032484582746,-1.1081186888573455,-0.8491111015040609,-1.153113750607769,-1.017972886370483,-1.3276348819163921,-1.282639820165972,-0.7680982722446217,-1.3218563531454244
76,1956,-0.19,-0.15179999999999996,-0.23,-0.0646,-0.16,-0.13779999999999992,-0.09,-0.23929999999999996,-0.37,-0.13779999999999992,-0.28,-0.1624,0.77,-0.13779999999999992,-0.13,-0.13779999999999992,-0.48000000000000004,-0.22469999999999987,0.01,-0.13779999999999992,-0.048817641938089906,0.03003525235127924,-1.1107367434961652,-0.8568890706461758,-1.1568727697701107,-1.015256750249094,-1.3373695787947213,-1.2912335525207723,-0.7783519433174639,-1.3315757198201474
77,1957,0.05,-0.03260000000000003,0.04,-0.03450000000000002,0.06,-0.13779999999999992,-0.11,-0.23609999999999992,0.1,-0.13779999999999992,0.06,-0.1634,0.49,-0.13779999999999992,-0.09,-0.13779999999999992,0.22,-0.21699999999999986,0.09000000000000001,-0.13779999999999992,-0.03773363278222064,0.04345097450805824,-1.1126583640600174,-0.859273157379679,-1.1602675798658204,-1.012380354889462,-1.3471042756730505,-1.299495059867251,-0.7849537554740991,-1.3412545847678494
78,1958,0.06,0.019500000000000003,0.15,-0.011799999999999995,-0.02,-0.13779999999999992,0.12,-0.23599999999999988,0.15,-0.13779999999999992,0.26,-0.1698,-0.53,-0.13779999999999992,-0.08,-0.13779999999999992,0.14,-0.20179999999999992,-0.17,-0.13779999999999992,-0.024742755121369697,0.05883088602278974,-1.1143795651474733,-0.8660959049939976,-1.1635244827534947,-1.0075635274274326,-1.3568389725513832,-1.3076940549453546,-0.7871489612525053,-1.3508776379574314
79,1959,0.03,-0.0017000000000000001,0.12,-0.006799999999999998,-0.06,-0.13379999999999992,0.04,-0.22819999999999985,0.08,-0.13779999999999992,0.07,-0.17409999999999998,-0.36,-0.13779999999999992,-0.03,-0.13779999999999992,0.18,-0.19009999999999994,0.49,-0.13779999999999992,-0.018623458333831167,0.06990360476096313,-1.1160058760853708,-0.8772791378502554,-1.1666310601648782,-1.0037817406656657,-1.3665736694297124,-1.3159484853502086,-0.7880969912862099,-1.3606595337260465
80,1960,-0.03,-0.008300000000000005,0.08,-0.0206,-0.13,-0.13219999999999993,0.11,-0.21209999999999993,-0.02,-0.13779999999999992,0.06,-0.17909999999999995,-0.75,-0.13779999999999992,-0.1,-0.13779999999999992,-0.07,-0.1569999999999999,0.34,-0.13779999999999992,-0.01879031329469072,0.07147002839183259,-1.1180721051240212,-0.8872175067729842,-1.1700199145014913,-1.0019712943965366,-1.3763083663080415,-1.3243605569305714,-0.7978770152832553,-1.370389254079516
81,1961,0.06,0.04409999999999999,0.08,-0.028899999999999995,0.03,-0.1335999999999999,0.18,-0.21459999999999993,0.0,-0.13779999999999992,-0.07,-0.16169999999999995,0.21,-0.13779999999999992,0.14,-0.13779999999999992,0.38,-0.14379999999999993,-0.16,-0.13779999999999992,-0.00040796005162846427,0.09197679071701259,-1.1208016713243367,-0.8835415375927553,-1.1741435483393978,-1.0003884660213451,-1.3860430631863707,-1.3327011861713096,-0.8021680455413538,-1.3800543496866347
82,1962,0.03,0.04729999999999996,0.13,-0.03949999999999998,-0.06,-0.1335999999999999,0.14,-0.21409999999999993,-0.05,-0.13779999999999992,-0.04,-0.1489999999999999,-0.65,-0.13779999999999992,0.09,-0.13779999999999992,0.31,-0.13989999999999994,0.44,-0.13779999999999992,0.006965020525584009,0.09841775417265097,-1.123797396266749,-0.8863731167870093,-1.177914552920548,-1.0004115491072945,-1.3957777600647034,-1.3416606034109009,-0.8123311676574971,-1.3897996924696479
83,1963,0.05,-0.00030000000000000344,0.14,-0.1018,-0.03,-0.13819999999999993,0.13,-0.1959,0.1,-0.13779999999999992,0.14,-0.1489999999999999,-0.03,-0.13779999999999992,-0.1,-0.13779999999999992,0.31,-0.13869999999999996,-0.16,-0.13779999999999992,0.008878962530765477,0.09803262489651132,-1.1264887249888282,-0.8939874398906582,-1.1817895961721376,-0.9999783256851416,-1.4055124569430326,-1.3502115857597232,-0.8249663720387517,-1.3995726083180422
84,1964,-0.2,-0.15539999999999982,-0.19,-0.09319999999999995,-0.20000000000000004,-0.14779999999999993,-0.12,-0.17949999999999988,-0.14,-0.13779999999999992,-0.14,-0.1489999999999999,-0.38,-0.13779999999999992,-0.3,-0.13779999999999992,-0.2,-0.13899999999999996,-0.66,-0.13779999999999992,0.009906653254386555,0.09817695166154294,-1.1298598072846744,-0.9017366098543853,-1.1859387543390092,-1.0001067991753878,-1.4152471538213618,-1.3591682067670305,-0.8363487187102479,-1.409372382062518
85,1965,-0.11,-0.12129999999999994,-0.14,-0.09599999999999995,-0.07,-0.15029999999999993,-0.12,-0.14299999999999996,0.02,-0.13779999999999992,-0.08,-0.1489999999999999,0.0,-0.13779999999999992,-0.23,-0.13779999999999992,-0.24000000000000002,-0.14019999999999994,-0.28,-0.13779999999999992,0.012561576193558466,0.0977704628724716,-1.1332847690818184,-0.9113050305723611,-1.1902518754431632,-1.002405888286809,-1.424981850699691,-1.3680147443383461,-0.844326333082563,-1.419137837284861
86,1966,-0.06,-0.0681999999999999,-0.02,-0.05999999999999997,-0.09000000000000001,-0.15009999999999993,0.09,-0.1407,-0.01,-0.13779999999999992,0.16,-0.1489999999999999,0.11,-0.13779999999999992,-0.24,-0.13779999999999992,-0.19,-0.13509999999999997,-0.7600000000000001,-0.13779999999999992,0.01297884755265244,0.09578105294194117,-1.1366081772107215,-0.922822431921567,-1.194892208758759,-1.0038534076449999,-1.4347165475780237,-1.3764325160299897,-0.8527263486981056,-1.428966401527461
87,1967,-0.02,-0.0438,0.03,-0.052499999999999984,-0.08,-0.15059999999999993,-0.05000000000000001,-0.14859999999999993,-0.17,-0.13779999999999992,-0.11,-0.1489999999999999,0.3,-0.13779999999999992,-0.09,-0.13779999999999992,0.27,-0.14029999999999995,0.36000000000000004,-0.13779999999999992,0.020770039321735823,0.10069735973541682,-1.139307807087519,-0.9281072470712992,-1.199361668991667,-1.0066314460177246,-1.4444512444563529,-1.384397382552205,-0.8593175694957793,-1.4386001110488351
88,1968,-0.08,-0.058500000000000024,-0.07,-0.025900000000000045,-0.09000000000000001,-0.15059999999999993,-0.08,-0.14019999999999994,-0.11,-0.13779999999999992,-0.02,-0.1489999999999999,-0.07,-0.13779999999999992,-0.14,-0.13779999999999992,-0.02,-0.15659999999999988,-0.33,-0.13779999999999992,0.018623087096113267,0.0986919274696767,-1.142992308798636,-0.9371811033189843,-1.204303185114707,-1.0086370686970874,-1.454185941334682,-1.392875065018611,-0.8695901409838278,-1.448457583534477
89,1969,0.05,0.008700000000000005,-0.03,-0.012999999999999994,0.14,-0.1489999999999999,-0.16999999999999998,-0.14639999999999992,0.32,-0.13779999999999992,0.35,-0.1489999999999999,-0.14,-0.13779999999999992,0.0,-0.13779999999999992,-0.61,-0.13049999999999998,-0.04,-0.13779999999999992,0.009696684816198342,0.08763494557169338,-1.146895226881341,-0.9525293222660274,-1.208786864704006,-1.0111797592573986,-1.4639206382130112,-1.4020290003903462,-0.8821332848848549,-1.458284602659056
90,1970,0.03,0.013400000000000018,-0.04,-0.02690000000000003,0.09000000000000001,-0.1489999999999999,-0.06,-0.15569999999999992,0.06,-0.13379999999999992,0.07,-0.1489999999999999,0.31,-0.13779999999999992,0.11,-0.13779999999999992,-0.13,-0.12260000000000001,-0.20000000000000004,-0.13779999999999992,-0.007878998269429616,0.06800698076456868,-1.1510525268892273,-0.9755510561078715,-1.2132816367072081,-1.0151982613317756,-1.473655335091344,-1.4114262252733631,-0.8941583634861878,-1.4680513435836247
91,1971,-0.08,-0.048200000000000055,-0.15,-0.023800000000000023,-0.02,-0.1489999999999999,-0.10000000000000002,-0.15199999999999997,-0.22,-0.13199999999999992,-0.3,-0.1489999999999999,0.44,-0.13779999999999992,0.03,-0.13779999999999992,0.01,-0.11470000000000004,-0.08,-0.13779999999999992,-0.005818019369250749,0.0686791973129317,-1.1553330885255235,-0.9819486030588145,-1.217752776595301,-1.0166324884124336,-1.4833900319696731,-1.4209703438998922,-0.9051719635875273,-1.4777378435373123
92,1972,0.01,-0.010999999999999994,-0.18,-0.016400000000000005,0.20000000000000004,-0.1489999999999999,-0.24,-0.16029999999999991,0.26,-0.13219999999999993,0.06,-0.1489999999999999,0.45,-0.13779999999999992,0.16,-0.13779999999999992,-0.47,-0.11650000000000006,-0.36999999999999994,-0.13779999999999992,-0.007297926830265311,0.06631547247780745,-1.1592436223801457,-0.9920504677123816,-1.222425262634836,-1.0176951919698602,-1.4931247288480023,-1.429943088593312,-0.9157693343640041,-1.4875437200199606
93,1973,0.16,-0.010199999999999997,0.09,-0.02740000000000001,0.23,-0.1489999999999999,0.02,-0.11340000000000007,0.3,-0.13299999999999992,0.07,-0.14639999999999992,0.34,-0.13779999999999992,0.21,-0.13779999999999992,0.27,-0.05480000000000003,0.06,-0.13779999999999992,-0.013403252715534109,0.059224872272039875,-1.164091106266362,-1.0052393157813242,-1.227521320771455,-1.020187992126253,-1.5028594257263315,-1.4394292112212383,-0.9265181680244154,-1.4974079289749618
94,1974,-0.07,-0.012500000000000006,-0.18,-0.017700000000000004,0.03,-0.1489999999999999,-0.18,-0.1539999999999999,-0.17,-0.1335999999999999,-0.23,-0.1519999999999999,0.65,-0.13779999999999992,0.21,-0.13779999999999992,-0.07,-0.05540000000000003,-0.19000000000000003,-0.13779999999999992,0.015027986707256247,0.08289262613890003,-1.1672068277200687,-0.9975202743789282,-1.231740257503695,-1.0219021193274074,-1.5125941226046642,-1.4480606928210378,-0.9284965031903951,-1.5069708447783583
95,1975,-0.01,-0.019100000000000013,-0.049999999999999996,-0.018000000000000013,0.02,-0.1489999999999999,-0.05000000000000001,-0.1599999999999999,-0.17,-0.1335999999999999,-0.31,-0.15389999999999993,0.29,-0.13779999999999992,0.13,-0.13779999999999992,0.39,-0.053800000000000014,0.10000000000000002,-0.13779999999999992,0.03922149310297485,0.10192613274776718,-1.1704728052628681,-0.9931625349556619,-1.2358766370851626,-1.022243773477328,-1.5223288194829934,-1.4569249876606918,-0.9330416399161372,-1.516612377352093
96,1976,-0.1,-0.03979999999999999,-0.21,0.027999999999999976,0.01,-0.1489999999999999,-0.28,-0.09960000000000006,-0.11,-0.13819999999999993,-0.13,-0.1710999999999999,-0.24,-0.13779999999999992,0.1,-0.13779999999999992,-0.32,-0.046999999999999986,-0.08,-0.13779999999999992,0.030674397841682577,0.09011234992503603,-1.1739484144931716,-1.0085260801101263,-1.2400212798372152,-1.024495127189553,-1.5320635163613225,-1.4659906510172824,-0.9465897988366869,-1.5264671930225617
97,1977,0.18,0.0349,0.12,0.12050000000000013,0.24,-0.1489999999999999,0.07,-0.0939000000000001,0.22,-0.14779999999999993,0.09,-0.17539999999999986,0.28,-0.13779999999999992,0.22,-0.13779999999999992,0.24000000000000002,-0.041599999999999984,0.16,-0.13779999999999992,0.03856006138306611,0.09570577589096274,-1.177539315518068,-1.0168845597785214,-1.2443384917212867,-1.026219159816538,-1.5417982132396517,-1.474999037036433,-0.9504575182329802,-1.5361276259999457
98,1978,0.07,0.16880000000000017,0.02,0.15710000000000013,0.11,-0.1403999999999999,-0.03,-0.0894000000000001,0.05,-0.14429999999999993,0.09999999999999999,-0.1732999999999999,0.04,-0.13179999999999992,0.21,-0.13179999999999992,0.04,-0.035199999999999974,-0.16,-0.13179999999999992,0.04447427409971638,0.0987444513935678,-1.1812752153655133,-1.0210609257833738,-1.248913225998411,-1.0295142493009415,-1.5515329101179844,-1.4838948994850831,-0.9594290807449823,-1.5458500231310914
99,1979,0.16,0.20320000000000019,0.08,0.16870000000000007,0.25,-0.13859999999999992,0.09,-0.08530000000000007,0.27,-0.14409999999999992,0.25,-0.20049999999999987,-0.2,-0.13179999999999992,0.29,-0.13179999999999992,0.07,-0.03829999999999998,-0.62,-0.13179999999999992,0.05175555887800343,0.10420769461469703,-1.1849576602479246,-1.025550283462895,-1.2528521949746931,-1.0333783869114157,-1.5612676069963136,-1.4933730722695415,-0.9650491500441198,-1.5556173059558134
100,1980,0.26,0.22300000000000014,0.17,0.17710000000000004,0.3499999999999999,-0.14869999999999992,0.03,-0.07720000000000006,0.29,-0.14409999999999992,0.32,-0.1961999999999999,0.59,-0.13179999999999992,0.35,-0.13179999999999992,0.02,-0.047700000000000006,0.25,-0.13179999999999992,0.08444548699099741,0.13255825268080557,-1.1875896847799332,-1.0127778704479127,-1.256058299622687,-1.0368618055760912,-1.5710023038746428,-1.502533689031882,-0.9653884957718333,-1.5654204871472892
101,1981,0.32,0.2892000000000002,0.37,0.18790000000000007,0.27,-0.1511999999999999,0.09,-0.07990000000000007,0.14,-0.13719999999999993,0.22,-0.1876999999999999,0.61,-0.12499999999999993,0.28,-0.12499999999999993,0.79,-0.02039999999999999,1.09,-0.12499999999999993,0.130433287502278,0.17910558937113308,-1.190062435116456,-0.9988737499299418,-1.2589942881836826,-1.0376151976290835,-1.580737000752972,-1.5118051476857453,-0.9517840300606366,-1.5748324352681173
